#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        3890   -0.616793    -1.52475   0.0212175
        3891   -0.617925    -1.52451   0.0212133
        3892   -0.422187    -1.52423   0.0212098
        3893   -0.590414    -1.52399   0.0212057
        3894   -0.596095    -1.52375   0.0212016
        3895   -0.621121    -1.52352   0.0211974
        3896   -0.691899    -1.52331    0.021193
        3897   -0.613084    -1.52307   0.0211889
        3898   -0.625041    -1.52284   0.0211847
        3899   -0.576863     -1.5226   0.0211806
        3900   -0.585205    -1.52236   0.0211766
        3901   -0.537314    -1.52211   0.0211727
        3902   -0.549485    -1.52186   0.0211687
        3903   -0.523562     -1.5216   0.0211648
        3904   -0.609483    -1.52137   0.0211607
        3905   -0.640454    -1.52114   0.0211565
        3906   -0.659012    -1.52092   0.0211522
        3907   -0.760706    -1.52073   0.0211477
        3908   -0.855287    -1.52056    0.021143
        3909   -0.865721    -1.52039   0.0211382
        3910   -0.799759     -1.5202   0.0211336
        3911   -0.695748    -1.51999   0.0211293
        3912   -0.635828    -1.51977   0.0211251
        3913   -0.591241    -1.51953    0.021121
        3914    -0.51313    -1.51927   0.0211172
        3915   -0.539359    -1.51902   0.0211133
        3916   -0.481715    -1.51876   0.0211095
        3917   -0.448959    -1.51849   0.0211059
        3918   -0.485708    -1.51822   0.0211022
        3919   -0.514568    -1.51797   0.0210983
        3920   -0.522092    -1.51771   0.0210945
        3921   -0.624814    -1.51748   0.0210903
        3922   -0.606307    -1.51725   0.0210862
        3923   -0.551742    -1.51701   0.0210823
        3924   -0.531748    -1.51675   0.0210784
        3925   -0.478609    -1.51649   0.0210747
        3926   -0.391772     -1.5162   0.0210713
        3927   -0.341961     -1.5159    0.021068
        3928   -0.308207     -1.5156   0.0210649
        3929   -0.433215    -1.51532   0.0210614
        3930   -0.375008    -1.51503    0.021058
        3931   -0.438911    -1.51476   0.0210544
        3932   -0.485029     -1.5145   0.0210507
        3933   -0.459698    -1.51423   0.0210471
        3934   -0.427148    -1.51395   0.0210435
        3935    -0.36163    -1.51366   0.0210402
        3936   -0.416111    -1.51338   0.0210367
        3937   -0.504293    -1.51312   0.0210329
        3938   -0.613124    -1.51289   0.0210288
        3939   -0.633157    -1.51267   0.0210247
        3940   -0.665196    -1.51246   0.0210204
        3941   -0.606456    -1.51223   0.0210164
        3942   -0.631827      -1.512   0.0210122
        3943   -0.630878    -1.51178   0.0210081
        3944   -0.625059    -1.51155    0.021004
        3945   -0.631749    -1.51133   0.0209998
        3946   -0.587058     -1.5111   0.0209958
        3947   -0.570015    -1.51086   0.0209918
        3948   -0.538575    -1.51061    0.020988
        3949   -0.482637    -1.51035   0.0209843
        3950   -0.475672    -1.51009   0.0209806
        3951   -0.438102    -1.50982    0.020977
        3952   -0.413882    -1.50954   0.0209736
        3953   -0.404021    -1.50926   0.0209701
        3954   -0.450453    -1.50899   0.0209665
        3955    -0.45221    -1.50873   0.0209629
        3956    -0.48787    -1.50847   0.0209592
        3957    -0.50689    -1.50822   0.0209554
        3958   -0.435971    -1.50795   0.0209519
        3959    -0.34494    -1.50765   0.0209487
        3960   -0.412533    -1.50737   0.0209452
        3961   -0.460871    -1.50711   0.0209416
        3962   -0.494793    -1.50686   0.0209378
        3963   -0.508505     -1.5066   0.0209341
        3964   -0.601502    -1.50637     0.02093
        3965   -0.619075    -1.50615    0.020926
        3966   -0.600162    -1.50592   0.0209219
        3967   -0.658259    -1.50571   0.0209178
        3968   -0.679288     -1.5055   0.0209135
        3969   -0.687165    -1.50529   0.0209093
        3970   -0.688372    -1.50509    0.020905
        3971   -0.633972    -1.50487   0.0209009
        3972   -0.655012    -1.50466   0.0208967
        3973    -0.73422    -1.50446   0.0208924
        3974    -0.77514    -1.50428   0.0208879
        3975   -0.753605    -1.50409   0.0208835
        3976   -0.805747    -1.50391    0.020879
        3977   -0.772071    -1.50373   0.0208746
        3978   -0.780937    -1.50355   0.0208701
        3979   -0.822775    -1.50338   0.0208656
        3980   -0.800808     -1.5032   0.0208611
        3981   -0.779952    -1.50302   0.0208566
        3982   -0.751094    -1.50283   0.0208522
        3983   -0.684261    -1.50262    0.020848
        3984   -0.686009    -1.50242   0.0208438
        3985   -0.626946     -1.5022   0.0208397
        3986   -0.753259    -1.50201   0.0208353
        3987   -0.802709    -1.50184   0.0208308
        3988   -0.740677    -1.50165   0.0208265
        3989   -0.716805    -1.50145   0.0208222
        3990   -0.758566    -1.50126   0.0208178
        3991   -0.754377    -1.50108   0.0208134
        3992   -0.765146    -1.50089    0.020809
        3993   -0.763979    -1.50071   0.0208047
        3994   -0.785897    -1.50053   0.0208002
        3995   -0.841724    -1.50036   0.0207957
        3996   -0.911992    -1.50022    0.020791
        3997    -0.87086    -1.50006   0.0207864
        3998   -0.870969     -1.4999   0.0207818
        3999   -0.870852    -1.49974   0.0207772
        4000   -0.936722     -1.4996   0.0207724
        4001   -0.918941    -1.49946   0.0207678
        4002    -0.86865     -1.4993   0.0207632
        4003    -0.75088    -1.49911   0.0207588
        4004   -0.722776    -1.49892   0.0207545
        4005   -0.766408    -1.49874   0.0207502
        4006   -0.728848    -1.49854   0.0207459
        4007   -0.818439    -1.49837   0.0207414
        4008   -0.743002    -1.49819   0.0207371
        4009   -0.794681    -1.49801   0.0207327
        4010   -0.814389    -1.49784   0.0207282
        4011     -0.8139    -1.49767   0.0207237
        4012   -0.785392    -1.49749   0.0207193
        4013    -0.79887    -1.49732   0.0207149
        4014   -0.772799    -1.49714   0.0207105
        4015   -0.826941    -1.49697    0.020706
        4016   -0.875125    -1.49681   0.0207014
        4017   -0.780109    -1.49664   0.0206971
        4018   -0.818991    -1.49647   0.0206926
        4019   -0.802765     -1.4963   0.0206882
        4020   -0.940855    -1.49616   0.0206835
        4021   -0.937983    -1.49602   0.0206788
        4022   -0.809916    -1.49585   0.0206744
        4023   -0.886966     -1.4957   0.0206698
        4024   -0.919006    -1.49555   0.0206651
        4025   -0.979537    -1.49542   0.0206604
        4026   -0.953675    -1.49529   0.0206557
        4027    -1.01104    -1.49517   0.0206509
        4028    -1.00633    -1.49505   0.0206462
        4029   -0.913682     -1.4949   0.0206415
        4030   -0.991339    -1.49478   0.0206368
        4031    -1.03873    -1.49467    0.020632
        4032    -1.08512    -1.49456   0.0206271
        4033    -1.11028    -1.49447   0.0206222
        4034    -1.18635    -1.49439   0.0206173
        4035    -1.13037     -1.4943   0.0206123
        4036    -1.13953    -1.49421   0.0206074
        4037     -1.1723    -1.49414   0.0206025
        4038    -1.13089    -1.49405   0.0205976
        4039    -1.05329    -1.49394   0.0205928
        4040    -1.06047    -1.49383   0.0205879
        4041    -1.12309    -1.49374    0.020583
        4042    -1.00455    -1.49362   0.0205783
        4043    -1.05423    -1.49351   0.0205735
        4044   -0.963768    -1.49338   0.0205688
        4045   -0.974695    -1.49325   0.0205642
        4046    -1.04361    -1.49314   0.0205594
        4047   -0.982336    -1.49301   0.0205547
        4048    -1.00445    -1.49289     0.02055
        4049   -0.980048    -1.49276   0.0205453
        4050   -0.912354    -1.49262   0.0205407
        4051   -0.809671    -1.49245   0.0205363
        4052   -0.763995    -1.49227    0.020532
        4053   -0.814198     -1.4921   0.0205277
        4054    -0.90595    -1.49196   0.0205231
        4055   -0.936931    -1.49182   0.0205185
        4056   -0.972636     -1.4917   0.0205138
        4057   -0.965555    -1.49157   0.0205092
        4058   -0.944452    -1.49143   0.0205046
        4059    -1.04238    -1.49132   0.0204998
        4060    -1.11945    -1.49123    0.020495
        4061     -1.1073    -1.49113   0.0204901
        4062    -1.13778    -1.49105   0.0204853
        4063    -1.14716    -1.49096   0.0204804
        4064    -1.17514    -1.49088   0.0204755
        4065    -1.21237    -1.49082   0.0204706
        4066    -1.25837    -1.49076   0.0204657
        4067    -1.29895    -1.49071   0.0204607
        4068    -1.22385    -1.49065   0.0204558
        4069     -1.1923    -1.49057   0.0204509
        4070    -1.23287    -1.49051   0.0204459
        4071    -1.14324    -1.49042   0.0204411
        4072    -1.18305    -1.49035   0.0204362
        4073    -1.15103    -1.49027   0.0204314
        4074    -1.18275    -1.49019   0.0204265
        4075     -1.2285    -1.49013   0.0204216
        4076    -1.14069    -1.49004   0.0204167
        4077    -1.13788    -1.48995   0.0204119
        4078    -1.17558    -1.48988   0.0204071
        4079    -1.22042    -1.48981   0.0204022
        4080    -1.23012    -1.48975   0.0203973
        4081    -1.23673    -1.48968   0.0203924
        4082    -1.20118    -1.48961   0.0203875
        4083    -1.24007    -1.48955   0.0203826
        4084     -1.2095    -1.48948   0.0203777
        4085    -1.19676    -1.48941   0.0203728
        4086    -1.24485    -1.48935   0.0203679
        4087    -1.28467     -1.4893    0.020363
        4088    -1.32619    -1.48926   0.0203581
        4089      -1.268    -1.48921   0.0203532
        4090    -1.23949    -1.48915   0.0203483
        4091    -1.16372    -1.48907   0.0203435
        4092    -1.14897    -1.48898   0.0203387
        4093    -1.14339     -1.4889   0.0203339
        4094    -1.06006     -1.4888   0.0203292
        4095    -1.06126    -1.48869   0.0203245
        4096   -0.973728    -1.48857   0.0203199
        4097   -0.962176    -1.48844   0.0203154
        4098    -1.06055    -1.48833   0.0203107
        4099   -0.971717    -1.48821   0.0203061
        4100    -1.08222    -1.48811   0.0203014
        4101    -1.03306      -1.488   0.0202967
        4102    -1.04315    -1.48789   0.0202921
        4103    -1.10406    -1.48779   0.0202874
        4104    -1.11324     -1.4877   0.0202826
        4105    -1.10393    -1.48761   0.0202779
        4106    -1.01283    -1.48749   0.0202733
        4107   -0.972911    -1.48737   0.0202687
        4108   -0.985196    -1.48725   0.0202642
        4109   -0.945503    -1.48711   0.0202597
        4110   -0.828949    -1.48695   0.0202554
        4111    -0.70048    -1.48676   0.0202513
        4112   -0.633522    -1.48656   0.0202475
        4113   -0.723747    -1.48637   0.0202434
        4114   -0.721772    -1.48618   0.0202393
        4115   -0.640329    -1.48598   0.0202355
        4116   -0.745952     -1.4858   0.0202313
        4117   -0.791238    -1.48563   0.0202271
        4118    -0.82822    -1.48547   0.0202229
        4119   -0.849069    -1.48532   0.0202185
        4120   -0.859713    -1.48516   0.0202142
        4121   -0.851802    -1.48501   0.0202099
        4122   -0.927654    -1.48488   0.0202054
        4123   -0.901464    -1.48473    0.020201
        4124   -0.928842     -1.4846   0.0201966
        4125   -0.897863    -1.48446   0.0201922
        4126   -0.930389    -1.48432   0.0201877
        4127   -0.847937    -1.48417   0.0201834
        4128   -0.811333    -1.48401   0.0201792
        4129   -0.732747    -1.48382   0.0201751
        4130   -0.726169    -1.48364   0.0201711
        4131   -0.716164    -1.48345    0.020167
        4132   -0.645922    -1.48325   0.0201632
        4133   -0.592941    -1.48304   0.0201595
        4134   -0.566574    -1.48281   0.0201558
        4135   -0.610221     -1.4826    0.020152
        4136   -0.567465    -1.48238   0.0201484
        4137   -0.506497    -1.48215   0.0201449
        4138   -0.512007    -1.48191   0.0201414
        4139   -0.576453    -1.48169   0.0201377
        4140   -0.603378    -1.48148    0.020134
        4141   -0.599187    -1.48127   0.0201302
        4142   -0.651091    -1.48107   0.0201264
        4143   -0.666356    -1.48087   0.0201225
        4144   -0.652056    -1.48067   0.0201186
        4145   -0.668256    -1.48048   0.0201147
        4146   -0.646107    -1.48027   0.0201109
        4147   -0.622441    -1.48007   0.0201071
        4148   -0.605479    -1.47986   0.0201033
        4149   -0.631577    -1.47965   0.0200995
        4150   -0.591286    -1.47944   0.0200958
        4151   -0.547265    -1.47921   0.0200922
        4152    -0.56811    -1.47899   0.0200886
        4153   -0.623961    -1.47879   0.0200848
        4154   -0.552598    -1.47856   0.0200812
        4155   -0.553735    -1.47834   0.0200776
        4156   -0.519545    -1.47811   0.0200741
        4157   -0.620345    -1.47791   0.0200703
        4158    -0.61639     -1.4777   0.0200666
        4159   -0.558757    -1.47748    0.020063
        4160   -0.572024    -1.47726   0.0200593
        4161   -0.604464    -1.47705   0.0200556
        4162   -0.575652    -1.47683    0.020052
        4163   -0.511374     -1.4766   0.0200485
        4164   -0.597117    -1.47639   0.0200448
        4165   -0.620062    -1.47618    0.020041
        4166   -0.709242      -1.476   0.0200371
        4167   -0.776045    -1.47583    0.020033
        4168    -0.80222    -1.47567   0.0200288
        4169   -0.888486    -1.47553   0.0200245
        4170   -0.883698    -1.47539   0.0200202
        4171   -0.932261    -1.47526   0.0200158
        4172   -0.907694    -1.47512   0.0200115
        4173   -0.823787    -1.47497   0.0200073
        4174   -0.889475    -1.47483    0.020003
        4175   -0.806912    -1.47467   0.0199988
        4176   -0.791717     -1.4745   0.0199947
        4177   -0.764832    -1.47433   0.0199907
        4178   -0.857884    -1.47418   0.0199864
        4179   -0.860844    -1.47404   0.0199822
        4180   -0.860752    -1.47389   0.0199779
        4181    -0.81684    -1.47373   0.0199738
        4182   -0.916448     -1.4736   0.0199694
        4183   -0.825726    -1.47345   0.0199653
        4184   -0.888365    -1.47331    0.019961
        4185   -0.849508    -1.47316   0.0199568
        4186   -0.859047    -1.47301   0.0199525
        4187   -0.863509    -1.47286   0.0199483
        4188   -0.852498    -1.47272   0.0199441
        4189   -0.808379    -1.47256     0.01994
        4190   -0.756836    -1.47239   0.0199359
        4191   -0.771591    -1.47222   0.0199319
        4192   -0.716341    -1.47204   0.0199279
        4193   -0.727011    -1.47186    0.019924
        4194   -0.650342    -1.47167   0.0199202
        4195   -0.683925    -1.47148   0.0199163
        4196   -0.631535    -1.47128   0.0199126
        4197   -0.567882    -1.47106    0.019909
        4198   -0.631275    -1.47086   0.0199053
        4199   -0.694958    -1.47068   0.0199014
        4200   -0.698245    -1.47049   0.0198975
        4201   -0.585179    -1.47028   0.0198939
        4202   -0.572112    -1.47007   0.0198903
        4203   -0.711719    -1.46989   0.0198864
        4204   -0.643785    -1.46969   0.0198826
        4205   -0.636235    -1.46949   0.0198789
        4206   -0.537427    -1.46927   0.0198754
        4207   -0.468439    -1.46903   0.0198721
        4208   -0.429711    -1.46879   0.0198689
        4209   -0.336755    -1.46852    0.019866
        4210   -0.369833    -1.46826    0.019863
        4211   -0.331782    -1.46799   0.0198601
        4212   -0.355412    -1.46772   0.0198571
        4213   -0.388731    -1.46747   0.0198541
        4214   -0.410824    -1.46722    0.019851
        4215     -0.5267    -1.46699   0.0198475
        4216   -0.509524    -1.46677   0.0198441
        4217   -0.587505    -1.46656   0.0198405
        4218   -0.563969    -1.46634   0.0198369
        4219    -0.60031    -1.46614   0.0198333
        4220   -0.573472    -1.46593   0.0198297
        4221   -0.664128    -1.46574   0.0198259
        4222   -0.744365    -1.46557    0.019822
        4223   -0.759093     -1.4654    0.019818
        4224   -0.734304    -1.46523   0.0198141
        4225   -0.749432    -1.46506   0.0198101
        4226   -0.779214    -1.46489   0.0198061
        4227   -0.759544    -1.46473   0.0198021
        4228   -0.747301    -1.46456   0.0197981
        4229    -0.73396    -1.46439   0.0197942
        4230   -0.686354     -1.4642   0.0197904
        4231   -0.652328    -1.46401   0.0197866
        4232   -0.658348    -1.46382   0.0197829
        4233   -0.538859     -1.4636   0.0197794
        4234   -0.562249    -1.46339   0.0197759
        4235   -0.538524    -1.46317   0.0197724
        4236   -0.482498    -1.46294   0.0197691
        4237   -0.498649    -1.46271   0.0197657
        4238   -0.609639    -1.46251   0.0197621
        4239   -0.656055    -1.46232   0.0197584
        4240   -0.703643    -1.46214   0.0197545
        4241   -0.695099    -1.46196   0.0197507
        4242   -0.654999    -1.46177   0.0197469
        4243   -0.709509    -1.46159   0.0197431
        4244   -0.629593     -1.4614   0.0197394
        4245   -0.601449    -1.46119   0.0197358
        4246   -0.594502    -1.46099   0.0197322
        4247   -0.609119    -1.46079   0.0197286
        4248   -0.568694    -1.46058    0.019725
        4249   -0.575853    -1.46037   0.0197215
        4250   -0.676269    -1.46019   0.0197177
        4251   -0.729777    -1.46001   0.0197138
        4252   -0.745274    -1.45985   0.0197099
        4253   -0.759189    -1.45968    0.019706
        4254   -0.779518    -1.45952    0.019702
        4255   -0.744492    -1.45935   0.0196981
        4256   -0.696062    -1.45917   0.0196943
        4257   -0.756258    -1.45901   0.0196903
        4258   -0.810519    -1.45886   0.0196863
        4259   -0.808347     -1.4587   0.0196823
        4260   -0.858635    -1.45856   0.0196781
        4261   -0.840953    -1.45842   0.0196741
        4262   -0.767694    -1.45826   0.0196701
        4263   -0.772011    -1.45809   0.0196662
        4264   -0.726422    -1.45792   0.0196623
        4265   -0.626948    -1.45773   0.0196586
        4266   -0.559482    -1.45752   0.0196552
        4267   -0.604678    -1.45732   0.0196516
        4268   -0.505622    -1.45709   0.0196482
        4269   -0.391254    -1.45684   0.0196452
        4270   -0.354729    -1.45659   0.0196423
        4271   -0.425176    -1.45635   0.0196392
        4272   -0.384847    -1.45609   0.0196362
        4273   -0.309916    -1.45583   0.0196334
        4274   -0.288378    -1.45555   0.0196307
        4275   -0.256756    -1.45527   0.0196282
        4276    -0.27776      -1.455   0.0196255
        4277   -0.222482    -1.45471    0.019623
        4278   -0.231524    -1.45442   0.0196205
        4279     -0.2614    -1.45414   0.0196179
        4280   -0.223974    -1.45386   0.0196154
        4281   -0.244886    -1.45357   0.0196129
        4282   -0.339305    -1.45331     0.01961
        4283   -0.346853    -1.45306   0.0196072
        4284   -0.340593     -1.4528   0.0196043
        4285   -0.377534    -1.45255   0.0196013
        4286    -0.40787     -1.4523   0.0195983
        4287   -0.344766    -1.45204   0.0195954
        4288   -0.312081    -1.45178   0.0195926
        4289     -0.4001    -1.45153   0.0195896
        4290   -0.236412    -1.45125   0.0195871
        4291   -0.270717    -1.45097   0.0195845
        4292    -0.28853     -1.4507   0.0195818
        4293   -0.273912    -1.45043   0.0195791
        4294   -0.320365    -1.45017   0.0195763
        4295   -0.196992    -1.44987   0.0195739
        4296   -0.127282    -1.44957   0.0195718
        4297   0.0495186    -1.44922   0.0195704
        4298  -0.0652382    -1.44889   0.0195685
        4299  -0.0251341    -1.44856   0.0195667
        4300   -0.038092    -1.44824   0.0195649
        4301   -0.114905    -1.44793   0.0195628
        4302   -0.181726    -1.44763   0.0195605
        4303   -0.188071    -1.44734   0.0195581
        4304   -0.152943    -1.44704   0.0195559
        4305   -0.135666    -1.44673   0.0195537
        4306  -0.0815944    -1.44642   0.0195518
        4307  -0.0390507    -1.44609   0.0195499
        4308  -0.0988203    -1.44578   0.0195479
        4309   -0.271868     -1.4455   0.0195453
        4310    -0.17171    -1.44521    0.019543
        4311   -0.147425    -1.44491   0.0195408
        4312   -0.130063     -1.4446   0.0195386
        4313   -0.182352    -1.44431   0.0195363
        4314   -0.265177    -1.44404   0.0195336
        4315   -0.278244    -1.44377    0.019531
        4316   -0.375398    -1.44352    0.019528
        4317    -0.38844    -1.44327    0.019525
        4318   -0.335627    -1.44302   0.0195222
        4319   -0.192367    -1.44273   0.0195198
        4320   -0.140881    -1.44243   0.0195176
        4321   -0.120924    -1.44212   0.0195155
        4322 -0.00398472    -1.44179   0.0195138
        4323  -0.0972735    -1.44148   0.0195118
        4324   -0.199596    -1.44119   0.0195094
        4325   -0.183103     -1.4409   0.0195071
        4326   -0.206688    -1.44061   0.0195046
        4327    -0.17879    -1.44032   0.0195023
        4328   -0.164868    -1.44003      0.0195
        4329   -0.210974    -1.43974   0.0194976
        4330   -0.297727    -1.43948   0.0194949
        4331   -0.347492    -1.43923    0.019492
        4332   -0.356265    -1.43898   0.0194891
        4333   -0.248996     -1.4387   0.0194865
        4334   -0.262811    -1.43843   0.0194839
        4335   -0.229866    -1.43815   0.0194814
        4336   -0.233831    -1.43788   0.0194789
        4337   -0.326048    -1.43762   0.0194761
        4338   -0.227661    -1.43734   0.0194736
        4339   -0.160918    -1.43705   0.0194714
        4340  -0.0369341    -1.43672   0.0194695
        4341 -0.00954984    -1.43639   0.0194678
        4342    0.205274    -1.43602    0.019467
        4343    0.318606    -1.43561   0.0194667
        4344    0.275262    -1.43522   0.0194662
        4345    0.223898    -1.43484   0.0194655
        4346    0.144655    -1.43447   0.0194644
        4347    0.216933    -1.43409   0.0194636
        4348     0.18963    -1.43372   0.0194627
        4349    0.011615    -1.43339   0.0194611
        4350   0.0807202    -1.43304   0.0194597
        4351   0.0121555    -1.43271   0.0194581
        4352   0.0464684    -1.43237   0.0194566
        4353   0.0206986    -1.43203    0.019455
        4354  -0.0563487    -1.43172   0.0194531
        4355   -0.126725    -1.43142   0.0194509
        4356   -0.215958    -1.43114   0.0194485
        4357   -0.220685    -1.43086    0.019446
        4358   -0.223976    -1.43058   0.0194435
        4359   -0.220569    -1.43031    0.019441
        4360   -0.161852    -1.43002   0.0194387
        4361   -0.213739    -1.42974   0.0194363
        4362   -0.271742    -1.42947   0.0194336
        4363   -0.236832     -1.4292   0.0194311
        4364   -0.428089    -1.42897    0.019428
        4365   -0.384382    -1.42873    0.019425
        4366   -0.393937    -1.42849    0.019422
        4367   -0.488366    -1.42828   0.0194188
        4368   -0.447821    -1.42805   0.0194156
        4369   -0.463023    -1.42783   0.0194124
        4370   -0.465683    -1.42761   0.0194092
        4371   -0.416911    -1.42738   0.0194062
        4372   -0.472248    -1.42716    0.019403
        4373   -0.563049    -1.42696   0.0193995
        4374   -0.598673    -1.42678    0.019396
        4375   -0.602065    -1.42659   0.0193925
        4376   -0.675182    -1.42642   0.0193888
        4377   -0.683948    -1.42625   0.0193852
        4378   -0.601892    -1.42606   0.0193816
        4379   -0.605663    -1.42587   0.0193781
        4380   -0.488297    -1.42566   0.0193749
        4381   -0.469767    -1.42544   0.0193717
        4382   -0.385365     -1.4252   0.0193687
        4383   -0.446964    -1.42498   0.0193656
        4384   -0.478219    -1.42476   0.0193624
        4385   -0.432679    -1.42453   0.0193593
        4386   -0.524549    -1.42433    0.019356
        4387   -0.538633    -1.42413   0.0193526
        4388   -0.581353    -1.42394   0.0193491
        4389   -0.494859    -1.42372   0.0193459
        4390    -0.48156    -1.42351   0.0193427
        4391   -0.349095    -1.42326   0.0193398
        4392   -0.381054    -1.42303   0.0193369
        4393   -0.359684    -1.42279    0.019334
        4394   -0.432537    -1.42256   0.0193309
        4395   -0.345444    -1.42231    0.019328
        4396   -0.324051    -1.42207   0.0193253
        4397   -0.270161     -1.4218   0.0193226
        4398   -0.270583    -1.42154     0.01932
        4399   -0.232148    -1.42127   0.0193175
        4400   -0.266131    -1.42101   0.0193149
        4401   -0.311642    -1.42076   0.0193122
        4402   -0.243875    -1.42049   0.0193096
        4403   -0.214448    -1.42022   0.0193072
        4404   -0.250727    -1.41995   0.0193046
        4405   -0.260515    -1.41969    0.019302
        4406   -0.280225    -1.41943   0.0192994
        4407   -0.365962    -1.41919   0.0192965
        4408   -0.324559    -1.41894   0.0192937
        4409   -0.358519     -1.4187   0.0192908
        4410   -0.383432    -1.41847   0.0192879
        4411   -0.461693    -1.41825   0.0192847
        4412   -0.496664    -1.41804   0.0192815
        4413   -0.497224    -1.41783   0.0192783
        4414   -0.504123    -1.41762    0.019275
        4415   -0.534659    -1.41742   0.0192717
        4416   -0.467844    -1.41721   0.0192685
        4417   -0.542113    -1.41701   0.0192652
        4418   -0.552525    -1.41681   0.0192618
        4419   -0.624987    -1.41664   0.0192583
        4420   -0.572621    -1.41644   0.0192549
        4421   -0.504736    -1.41624   0.0192516
        4422   -0.447209    -1.41602   0.0192485
        4423   -0.573989    -1.41583   0.0192451
        4424    -0.59239    -1.41564   0.0192417
        4425   -0.673399    -1.41548    0.019238
        4426   -0.556568    -1.41528   0.0192347
        4427   -0.707404    -1.41512    0.019231
        4428   -0.628947    -1.41494   0.0192275
        4429   -0.632891    -1.41477   0.0192239
        4430   -0.712842    -1.41461   0.0192202
        4431   -0.769501    -1.41446   0.0192165
        4432    -0.83599    -1.41433   0.0192126
        4433   -0.888634    -1.41421   0.0192086
        4434    -0.75054    -1.41406   0.0192048
        4435   -0.734263    -1.41391   0.0192011
        4436   -0.748233    -1.41376   0.0191974
        4437   -0.751346    -1.41361   0.0191936
        4438   -0.780559    -1.41347   0.0191898
        4439   -0.800806    -1.41333    0.019186
        4440   -0.828081     -1.4132   0.0191822
        4441   -0.852544    -1.41307   0.0191782
        4442   -0.774679    -1.41293   0.0191745
        4443   -0.871632    -1.41281   0.0191705
        4444   -0.932132     -1.4127   0.0191665
        4445   -0.970948     -1.4126   0.0191625
        4446   -0.989035     -1.4125   0.0191584
        4447    -1.01237    -1.41241   0.0191543
        4448    -1.01373    -1.41232   0.0191502
        4449   -0.972152    -1.41223   0.0191462
        4450    -1.01102    -1.41214   0.0191421
        4451   -0.995175    -1.41204    0.019138
        4452   -0.964469    -1.41194    0.019134
        4453   -0.902481    -1.41183     0.01913
        4454   -0.759435    -1.41168   0.0191263
        4455   -0.747452    -1.41153   0.0191226
        4456   -0.841089     -1.4114   0.0191187
        4457     -0.9596     -1.4113   0.0191147
        4458    -1.02872    -1.41122   0.0191106
        4459    -1.04103    -1.41113   0.0191065
        4460     -1.0308    -1.41105   0.0191024
        4461    -1.10408    -1.41098   0.0190982
        4462    -1.15386    -1.41092    0.019094
        4463     -1.1437    -1.41086   0.0190899
        4464    -1.14256     -1.4108   0.0190857
        4465    -1.17178    -1.41075   0.0190815
        4466    -1.16487    -1.41069   0.0190773
        4467    -1.16279    -1.41064   0.0190731
        4468    -1.08608    -1.41056    0.019069
        4469    -1.03501    -1.41048   0.0190649
        4470    -1.01436    -1.41039   0.0190608
        4471   -0.946914    -1.41029   0.0190568
        4472   -0.896585    -1.41017   0.0190529
        4473   -0.919246    -1.41006    0.019049
        4474   -0.892494    -1.40995   0.0190451
        4475   -0.837128    -1.40982   0.0190412
        4476   -0.838122    -1.40969   0.0190374
        4477   -0.799217    -1.40956   0.0190337
        4478   -0.854589    -1.40943   0.0190298
        4479   -0.867869    -1.40931   0.0190259
        4480    -1.01301    -1.40922   0.0190219
        4481   -0.982745    -1.40913   0.0190179
        4482   -0.977424    -1.40903   0.0190139
        4483   -0.986127    -1.40894   0.0190099
        4484   -0.928722    -1.40883   0.0190059
        4485    -1.00219    -1.40874   0.0190019
        4486   -0.986197    -1.40865   0.0189979
        4487   -0.914089    -1.40853    0.018994
        4488   -0.878901    -1.40842   0.0189901
        4489   -0.830325    -1.40829   0.0189864
        4490   -0.854687    -1.40816   0.0189825
        4491   -0.832545    -1.40804   0.0189787
        4492   -0.871808    -1.40792   0.0189749
        4493   -0.803825    -1.40778   0.0189711
        4494   -0.819091    -1.40765   0.0189674
        4495   -0.860001    -1.40753   0.0189635
        4496   -0.797385    -1.40739   0.0189598
        4497   -0.844907    -1.40727    0.018956
        4498   -0.671671    -1.40711   0.0189525
        4499   -0.633111    -1.40693   0.0189491
        4500   -0.573966    -1.40675   0.0189458
        4501   -0.574687    -1.40656   0.0189424
        4502   -0.552426    -1.40637   0.0189392
        4503   -0.513222    -1.40618    0.018936
        4504   -0.543247    -1.40598   0.0189328
        4505   -0.591901     -1.4058   0.0189294
        4506   -0.708024    -1.40565   0.0189259
        4507   -0.642534    -1.40548   0.0189224
        4508   -0.610282     -1.4053   0.0189191
        4509   -0.525405    -1.40511   0.0189159
        4510   -0.566478    -1.40492   0.0189126
        4511   -0.491869    -1.40472   0.0189095
        4512   -0.491967    -1.40452   0.0189064
        4513   -0.381589    -1.40429   0.0189035
        4514   -0.433108    -1.40408   0.0189006
        4515   -0.499153    -1.40387   0.0188975
        4516   -0.530497    -1.40368   0.0188943
        4517   -0.574395     -1.4035    0.018891
        4518   -0.564188    -1.40331   0.0188877
        4519   -0.640016    -1.40314   0.0188843
        4520   -0.636741    -1.40297   0.0188809
        4521   -0.678566    -1.40281   0.0188774
        4522   -0.664699    -1.40265   0.0188739
        4523   -0.663304    -1.40249   0.0188704
        4524   -0.645365    -1.40232    0.018867
        4525   -0.688335    -1.40216   0.0188635
        4526   -0.617962    -1.40199   0.0188601
        4527   -0.572233     -1.4018   0.0188568
